GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0048546	digestive tract morphogenesis	5.39e-05	5.39e-05	1	GLI2,FOXF1,TCF21,PDGFRA,DACT1,SIX2,SOX11
GO:0060562	epithelial tube morphogenesis	2.38e-09	2.38e-09	1	GLI2,FOXF1,FGF1,FOXP1,TCF21,PKD2,SOX4,BMP4,BMP2,PODXL,SMO,AGT,PRICKLE1,EPHA2,SLIT2,SFRP2,ADAMTS12,SKI,TGFBR2,HAND2,DLC1,NPNT,SIX2,SOX11,NOG,COL4A1
GO:0061154	endothelial tube morphogenesis	1.02e-02	1.02e-02	1	FOXP1,BMP4,ADAMTS12
GO:0048754	branching morphogenesis of an epithelial tube	9.19e-10	9.19e-10	1	GLI2,FOXF1,FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,EPHA2,SLIT2,SFRP2,TGFBR2,NPNT,SIX2,NOG,COL4A1
GO:0085029	extracellular matrix assembly	1.16e-05	1.16e-05	1	PHLDB1,MYH11,AGT,FBLN5,PHLDB2,MFAP4,TNXB,HAS2
GO:0048251	elastic fiber assembly	7.70e-05	7.70e-05	1	MYH11,FBLN5,MFAP4,TNXB
GO:1901201	regulation of extracellular matrix assembly	1.67e-02	1.67e-02	1	PHLDB1,AGT,PHLDB2
GO:0007417	central nervous system development	1.15e-05	1.15e-05	1	GPR124,VCAN,GLI2,CHRD,NRCAM,LAMB1,SMARCA1,CDK6,LHX6,SEMA5A,RTN4,PKD2,INHBA,EGR2,SOX4,BMP4,BMP2,SMO,NES,DCLK1,WNT2B,AMIGO2,SLIT2,NLGN4X,NTRK2,SPOCK1,ACAN,SKI,SHROOM4,TGFBR2,DLC1,COL3A1,CDK5R1,BASP1,SOX11,NOG,ROBO2,COL4A1,APOD,PCDH18,FAT4,AQP1
GO:0007418	ventral midline development	1.57e-02	1.57e-02	1	GLI2,SMO
GO:0021510	spinal cord development	1.11e-02	1.11e-02	1	GLI2,CHRD,PKD2,SOX4,SOX11
GO:0014812	muscle cell migration	9.03e-05	9.03e-05	1	IGF1,SERPINE1,PDGFRB,IGFBP5,PLAU,LRP1,SLIT2,PARVA
GO:0014909	smooth muscle cell migration	2.54e-05	2.54e-05	1	IGF1,SERPINE1,PDGFRB,IGFBP5,PLAU,LRP1,SLIT2,PARVA
GO:0051170	nuclear import	8.11e-03	8.11e-03	1	IGF1,SNAI2,C1QTNF3,BAMBI,MDFI,SEMA5A,PKD2,TGFB3,BMP4,PRICKLE1,DAB2,BMP6,FZD7,DACT1,SPHK1,F2R,PDE2A,APOD,DACT3
GO:1902593	single-organism nuclear import	6.76e-03	6.76e-03	1	IGF1,SNAI2,C1QTNF3,BAMBI,MDFI,SEMA5A,PKD2,TGFB3,BMP4,PRICKLE1,DAB2,BMP6,FZD7,DACT1,SPHK1,F2R,PDE2A,APOD,DACT3
GO:0048569	post-embryonic organ development	8.93e-04	8.93e-04	1	EFEMP1,MFAP2,FBN1
GO:0045785	positive regulation of cell adhesion	2.70e-06	2.70e-06	1	FYN,IGF1,FSTL3,GLI2,FBLN1,COL16A1,CHRD,CD276,SFRP1,CDK6,CAV1,GLI3,CXCL12,FN1,TNFSF4,TEK,KDR,PODXL,CD36,CCL21,TPM1,SFRP2,THY1,VCAM1,TGFBR2,IGF2,NPNT,HAS2,SOCS5,MYADM,DPP4,TGM2
GO:0010811	positive regulation of cell-substrate adhesion	1.98e-04	1.98e-04	1	FBLN1,COL16A1,SFRP1,CDK6,FN1,TEK,KDR,CD36,CCL21,NPNT,MYADM
GO:0001954	positive regulation of cell-matrix adhesion	1.44e-03	1.44e-03	1	COL16A1,SFRP1,CDK6,TEK,KDR,CD36,CCL21
GO:0022409	positive regulation of cell-cell adhesion	1.28e-02	1.28e-02	1	FYN,IGF1,FSTL3,GLI2,CD276,CAV1,GLI3,TNFSF4,PODXL,CCL21,THY1,VCAM1,TGFBR2,IGF2,HAS2,SOCS5,DPP4
GO:0034112	positive regulation of homotypic cell-cell adhesion	1.84e-02	1.84e-02	1	FYN,IGF1,GLI2,CD276,CAV1,GLI3,TNFSF4,CCL21,THY1,VCAM1,TGFBR2,IGF2,HAS2,SOCS5,DPP4
GO:0072358	cardiovascular system development	2.55e-28	2.55e-28	1	SNAI2,GPR124,FLT4,CALCRL,GLI2,NRCAM,PCSK5,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,ACTA2,COL1A1,CPE,SEMA5A,SPARC,FGF1,PDGFRB,ERRFI1,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SNAI1,SOX4,BMP4,BMP2,KDR,SMO,SERPINF1,MYH11,LOXL2,APLNR,PDGFRA,COL4A2,THBS1,CYP1B1,PRICKLE1,TPM1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,CRB2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,PDPN,NEXN,TGFBR2,HEYL,HAND2,HEY1,COL1A2,DLC1,JAM3,FBN1,GREM1,COL3A1,ZFPM2,SGCD,HAS2,S1PR1,SCG2,EGFL7,CD34,SH3PXD2B,SPHK1,BASP1,SOX11,EGR3,FOXS1,NOG,THBS2,COL4A1,APOD,PARVA,MEG3,AQP1
GO:0001944	vasculature development	1.57e-23	1.57e-23	1	GPR124,FLT4,CALCRL,NRCAM,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,ACTA2,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,ERRFI1,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,PDPN,TGFBR2,HEY1,COL1A2,JAM3,GREM1,HAS2,S1PR1,SCG2,EGFL7,CD34,SPHK1,EGR3,FOXS1,THBS2,COL4A1,APOD,PARVA,MEG3,AQP1
GO:0061437	renal system vasculature development	1.44e-07	1.44e-07	1	ACTA2,PDGFRB,TCF21,PKD2,BMP4,PDGFRA,ANGPT1,CD34
GO:0061438	renal system vasculature morphogenesis	2.35e-08	2.35e-08	1	PDGFRB,TCF21,PKD2,BMP4,PDGFRA
GO:0001568	blood vessel development	7.99e-23	7.99e-23	1	GPR124,FLT4,CALCRL,NRCAM,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,ACTA2,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,TGFBR2,HEY1,COL1A2,JAM3,GREM1,HAS2,S1PR1,SCG2,EGFL7,CD34,SPHK1,EGR3,FOXS1,THBS2,COL4A1,APOD,PARVA,MEG3,AQP1
GO:0060840	artery development	6.21e-05	6.21e-05	1	FOXF1,HOXA1,PDGFRB,PKD2,LRP1,SOX4,BMP4,HEY1
GO:0035904	aorta development	4.24e-04	4.24e-04	1	PDGFRB,PKD2,LRP1,SOX4,HEY1
GO:0048514	blood vessel morphogenesis	4.18e-21	4.18e-21	1	GPR124,FLT4,CALCRL,NRCAM,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,SEMA5A,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,TGFBR2,HEY1,JAM3,GREM1,HAS2,SCG2,EGFL7,CD34,SPHK1,EGR3,THBS2,COL4A1,APOD,PARVA,MEG3,AQP1
GO:0048844	artery morphogenesis	2.90e-05	2.90e-05	1	FOXF1,HOXA1,PDGFRB,PKD2,LRP1,SOX4,BMP4,HEY1
GO:0035909	aorta morphogenesis	3.78e-03	3.78e-03	1	PDGFRB,LRP1,SOX4,HEY1
GO:0001570	vasculogenesis	2.43e-04	2.43e-04	1	CAV1,PDGFRB,KDR,TGFBR2,HEY1,HAS2,EGFL7,CD34
GO:0061298	retina vasculature development in camera-type eye	3.32e-04	3.32e-04	1	PDGFRB,PDGFRA,CYP1B1,COL4A1
GO:0061299	retina vasculature morphogenesis in camera-type eye	2.01e-02	2.01e-02	1	CYP1B1,COL4A1
GO:0061304	retinal blood vessel morphogenesis	6.26e-03	6.26e-03	1	CYP1B1,COL4A1
GO:0008284	positive regulation of cell proliferation	1.46e-10	1.46e-10	1	MARK4,IGF1,HGF,FLT4,FGFR3,FBLN1,CHRD,LAMB1,BAMBI,IL11,CD276,SFRP1,CDK6,SEMA5A,FGF1,PDGFRB,FOXP1,FN1,F3,TNFSF4,NRP2,PGF,TEK,NR4A1,SOX4,BMP4,BMP2,EDN2,KDR,LIF,NES,KRAS,PDGFRA,AGT,FGF7,CYR61,ECM1,SFRP2,NTRK2,HMGA2,ADRA2A,VEGFC,BMP6,PID1,FZD7,VCAM1,DDR2,TGFBR2,GREM1,IGF2,IRS1,SIX2,HAS2,SCG2,EGFL7,SPHK1,SOX11,EGR3,F2R,NCCRP1,DPP4,AQP1,CCL14
GO:2000648	positive regulation of stem cell proliferation	4.86e-02	4.86e-02	1	CHRD,HMGA2,TGFBR2,SOX11
GO:0050679	positive regulation of epithelial cell proliferation	5.64e-08	5.64e-08	1	IGF1,FLT4,LAMB1,SFRP1,SEMA5A,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,FGF7,ECM1,BMP6,FZD7,SCG2,EGFL7,SOX11,EGR3
GO:0001938	positive regulation of endothelial cell proliferation	2.56e-07	2.56e-07	1	FLT4,SEMA5A,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,ECM1,SCG2,EGFL7,EGR3
GO:0048146	positive regulation of fibroblast proliferation	1.65e-05	1.65e-05	1	IGF1,FBLN1,CDK6,FN1,PDGFRA,AGT,DDR2,SPHK1,AQP1
GO:0033690	positive regulation of osteoblast proliferation	2.09e-03	2.09e-03	1	BMP2,CYR61
GO:0048661	positive regulation of smooth muscle cell proliferation	1.52e-02	1.52e-02	1	IGF1,PDGFRB,FOXP1,BMP4
GO:0030855	epithelial cell differentiation	1.27e-04	1.27e-04	1	GLI2,CDK6,CAV1,SFRP4,ACTA2,PDE4D,ERRFI1,TCF21,SOX4,BMP4,BMP2,LIF,PODXL,SMO,EPHA2,FLG,TAGLN,DAB2,BMP6,FZD7,KIT,HEY1,ZEB2,KRT4,SIX2,CD34,BASP1,SOX11,MYADM,PDE2A,RILPL1,CES1
GO:0002065	columnar/cuboidal epithelial cell differentiation	3.45e-03	3.45e-03	1	CDK6,SOX4,BMP4,BMP2,BMP6,KIT,ZEB2,SOX11
GO:0060563	neuroepithelial cell differentiation	5.85e-03	5.85e-03	1	SOX4,BMP2,KIT,ZEB2,SOX11
GO:0002067	glandular epithelial cell differentiation	3.68e-02	3.68e-02	1	CDK6,BMP4,BMP2,BMP6
GO:1901863	positive regulation of muscle tissue development	2.61e-02	2.61e-02	1	GPC1,BMP4,GREM1,MEG3
GO:0060485	mesenchyme development	4.05e-14	4.05e-14	1	PHLDB1,SNAI2,HGF,EPHA3,BAMBI,FOXF1,SFRP1,ACTA2,COL1A1,TCF21,PKD2,TGFB3,TWIST1,SNAI1,BMP4,BMP2,SMO,LOXL2,FOXF2,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,ACTG2,HEYL,HAND2,HEY1,GREM1,SIX2,HAS2,BASP1,SOX11,NOG
GO:0048762	mesenchymal cell differentiation	3.10e-11	3.10e-11	1	PHLDB1,SNAI2,HGF,EPHA3,BAMBI,SFRP1,COL1A1,TCF21,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,HEYL,HAND2,HEY1,GREM1,SIX2,HAS2,SOX11,NOG
GO:2001012	mesenchymal cell differentiation involved in renal system development	3.19e-02	3.19e-02	1	TCF21,SIX2
GO:0048568	embryonic organ development	1.04e-07	1.04e-07	1	GLI2,PCSK5,FOXF1,HOXA1,RARRES2,GLI3,EFEMP1,MFAP2,TCF21,PKD2,TWIST1,BMP2,KDR,SMO,NES,PDGFRA,CRB2,KIT,TGFBR2,HAND2,HEY1,FBN1,SIX2,SOX11,NOG,ALDH1A3
GO:0048566	embryonic digestive tract development	1.55e-07	1.55e-07	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,PDGFRA,SIX2,SOX11
GO:0035162	embryonic hemopoiesis	3.49e-02	3.49e-02	1	KDR,KIT,TGFBR2
GO:0031214	biomineral tissue development	9.81e-07	9.81e-07	1	IGF1,FGFR3,ASPN,COL1A1,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,CLEC3B,GREM1,S1PR1,FAM20C,ENPP1
GO:0070167	regulation of biomineral tissue development	5.36e-05	5.36e-05	1	ASPN,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,GREM1,S1PR1,ENPP1
GO:0030282	bone mineralization	2.01e-06	2.01e-06	1	IGF1,FGFR3,ASPN,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,CLEC3B,GREM1,S1PR1,ENPP1
GO:0030500	regulation of bone mineralization	5.64e-05	5.64e-05	1	TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,GREM1,S1PR1,ENPP1
GO:0035630	bone mineralization involved in bone maturation	1.09e-03	1.09e-03	1	IGF1,BMP2,GREM1
GO:0031344	regulation of cell projection organization	5.16e-04	5.16e-04	1	EPHA3,NGFR,NEDD4,FSCN1,NRCAM,CAV1,PTK7,SEMA5A,DPYSL3,RTN4,TGFB3,PODXL,LRP4,ITM2C,CCL21,SEMA7A,EPHA2,SLIT2,NTRK2,LRRC4C,SPOCK1,PTPRD,THY1,CDC42EP3,ISLR2,SDC2,CDK5R1,ROBO2,LPAR1
GO:0009887	organ morphogenesis	1.93e-23	1.93e-23	1	CYP26B1,DCN,SNAI2,HGF,ELN,FGFR3,EVC,GLI2,LAMB1,SEMA6A,FOXF1,COMP,DLX5,CAV1,HOXA1,GLI3,ASPN,ACTA2,COL1A1,CPE,MGP,FGF1,EFEMP1,ERRFI1,MFAP2,TCF21,PKD2,TGFB3,TEK,INHBA,TWIST1,SOX4,BMP4,BMP2,LIF,SMO,COL5A1,WNT2B,PDGFRA,AGT,FGF7,TPM1,NKD1,EPHA2,SFRP2,CRB2,DAB2,THY1,SKI,DDR2,ACTG2,TGFBR2,HEYL,HAND2,ITGA2,HEY1,COL1A2,DLC1,DACT1,FBN1,GREM1,BMP1,NPNT,ZFPM2,SIX2,HAS2,S1PR1,CD34,BASP1,SOX11,NOG,ALDH1A3,PARVA,COL5A2,AQP1
GO:0090596	sensory organ morphogenesis	6.17e-06	6.17e-06	1	HOXA1,GLI3,EFEMP1,MFAP2,TWIST1,COL5A1,WNT2B,NKD1,EPHA2,THY1,SKI,FBN1,SOX11,NOG,ALDH1A3,COL5A2
GO:0048592	eye morphogenesis	1.72e-05	1.72e-05	1	EFEMP1,MFAP2,TWIST1,COL5A1,WNT2B,NKD1,EPHA2,THY1,SKI,FBN1,SOX11,ALDH1A3,COL5A2
GO:0048593	camera-type eye morphogenesis	4.91e-02	4.91e-02	1	TWIST1,WNT2B,EPHA2,THY1,SKI,SOX11
GO:0043585	nose morphogenesis	1.58e-02	1.58e-02	1	GLI3,SKI
GO:0072132	mesenchyme morphogenesis	8.77e-06	8.77e-06	1	SNAI2,ACTA2,BMP2,ACTG2,HEYL,HEY1
GO:0090131	mesenchyme migration	2.08e-03	2.08e-03	1	ACTA2,ACTG2
GO:0060343	trabecula formation	3.34e-03	3.34e-03	1	TEK,HEY1,GREM1
GO:0042476	odontogenesis	3.83e-05	3.83e-05	1	GLI2,LAMB1,ASPN,COL1A1,TGFB3,INHBA,BMP4,BMP2,COL1A2,CD34,AQP1
GO:0022612	gland morphogenesis	2.80e-02	2.80e-02	1	HGF,CAV1,TGFB3,EPHA2
GO:0007435	salivary gland morphogenesis	1.70e-02	1.70e-02	1	HGF,TGFB3
GO:0048705	skeletal system morphogenesis	7.00e-08	7.00e-08	1	CYP26B1,FGFR3,EVC,DLX5,HOXA1,MGP,TWIST1,BMP4,PDGFRA,SKI,DDR2,TGFBR2,GREM1,BMP1,SOX11,NOG
GO:0001502	cartilage condensation	1.56e-02	1.56e-02	1	MGP,BMP1
GO:0043589	skin morphogenesis	1.17e-04	1.17e-04	1	COL1A1,ERRFI1,COL1A2
GO:0048563	post-embryonic organ morphogenesis	9.40e-05	9.40e-05	1	EFEMP1,MFAP2,FBN1
GO:0048050	post-embryonic eye morphogenesis	9.40e-05	9.40e-05	1	EFEMP1,MFAP2,FBN1
GO:0060349	bone morphogenesis	1.31e-04	1.31e-04	1	CYP26B1,FGFR3,EVC,DLX5,TWIST1,BMP4,SKI,DDR2
GO:0060350	endochondral bone morphogenesis	5.13e-04	5.13e-04	1	FGFR3,EVC,DLX5,BMP4,DDR2
GO:0001958	endochondral ossification	3.70e-03	3.70e-03	1	FGFR3,DLX5,BMP4
GO:0003416	endochondral bone growth	2.26e-03	2.26e-03	1	FGFR3,EVC,DDR2
GO:0048562	embryonic organ morphogenesis	2.85e-05	2.85e-05	1	FOXF1,HOXA1,EFEMP1,MFAP2,TCF21,PKD2,TWIST1,SMO,PDGFRA,CRB2,TGFBR2,HAND2,FBN1,SIX2,SOX11,NOG,ALDH1A3
GO:0048048	embryonic eye morphogenesis	3.20e-04	3.20e-04	1	EFEMP1,MFAP2,TWIST1,FBN1,SOX11,ALDH1A3
GO:0048704	embryonic skeletal system morphogenesis	1.22e-03	1.22e-03	1	HOXA1,TWIST1,PDGFRA,TGFBR2,SOX11,NOG
GO:0048701	embryonic cranial skeleton morphogenesis	1.45e-03	1.45e-03	1	HOXA1,TWIST1,PDGFRA,TGFBR2
GO:0048557	embryonic digestive tract morphogenesis	1.65e-05	1.65e-05	1	FOXF1,TCF21,PDGFRA,SIX2,SOX11
GO:0030323	respiratory tube development	6.90e-05	6.90e-05	1	GLI2,PCSK5,FOXF1,ERRFI1,TCF21,TGFB3,BMP4,FGF7,PDPN,SOX11
GO:0030324	lung development	2.83e-04	2.83e-04	1	GLI2,FOXF1,ERRFI1,TCF21,TGFB3,BMP4,FGF7,PDPN,SOX11
GO:0060425	lung morphogenesis	2.94e-03	2.94e-03	1	TCF21,BMP4,FGF7,SOX11
GO:0060428	lung epithelium development	9.00e-03	9.00e-03	1	ERRFI1,BMP4,FGF7
GO:0060502	epithelial cell proliferation involved in lung morphogenesis	4.97e-03	4.97e-03	1	BMP4,FGF7
GO:0060426	lung vasculature development	1.50e-04	1.50e-04	1	FOXF1,ERRFI1,TCF21
GO:0019216	regulation of lipid metabolic process	2.00e-03	2.00e-03	1	SNAI2,DKK3,PPAP2A,FGFR3,SORBS1,CAV1,RARRES2,FGF1,PDGFRB,TEK,TWIST1,SNAI1,BMP2,PDGFRA,AGT,CCL21,ADRA2A,BMP6,KIT,IRS1,APOD
GO:0045834	positive regulation of lipid metabolic process	3.28e-03	3.28e-03	1	FGFR3,SORBS1,FGF1,PDGFRB,TEK,TWIST1,PDGFRA,AGT,CCL21,BMP6,KIT,IRS1
GO:1903725	regulation of phospholipid metabolic process	2.07e-02	2.07e-02	1	FGFR3,PDGFRB,TEK,PDGFRA,CCL21,KIT,IRS1
GO:1903727	positive regulation of phospholipid metabolic process	2.55e-03	2.55e-03	1	FGFR3,PDGFRB,TEK,PDGFRA,CCL21,KIT,IRS1
GO:0043550	regulation of lipid kinase activity	4.96e-03	4.96e-03	1	FGFR3,PDGFRB,TEK,PDGFRA,CCL21,KIT,IRS1
GO:0043551	regulation of phosphatidylinositol 3-kinase activity	1.76e-03	1.76e-03	1	FGFR3,PDGFRB,TEK,PDGFRA,CCL21,KIT,IRS1
GO:0050900	leukocyte migration	2.46e-06	2.46e-06	1	FYN,CAV1,SERPINE1,RARRES2,CXCL12,COL1A1,FN1,TEK,PLCG1,EDN2,ATP1B2,KRAS,CCL21,THBS1,SLIT2,ESAM,ITGB1,VEGFC,ANGPT1,KIT,NBL1,ITGA5,VCAM1,COL1A2,JAM3,GREM1,S1PR1,SCG2,CD34,SELP,THBD,APOD,CCL14
GO:0097529	myeloid leukocyte migration	1.69e-03	1.69e-03	1	SERPINE1,RARRES2,CXCL12,EDN2,CCL21,THBS1,SLIT2,VEGFC,KIT,NBL1,JAM3,GREM1,SCG2,CCL14
GO:0071674	mononuclear cell migration	7.25e-03	7.25e-03	1	RARRES2,THBS1,SLIT2
GO:0050819	negative regulation of coagulation	1.54e-04	1.54e-04	1	FAP,SERPINE1,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,THBD,PRKG1
GO:0051493	regulation of cytoskeleton organization	5.35e-04	5.35e-04	1	PHLDB1,EPHA3,LIMA1,FSCN1,CAPN6,ABL1,SFRP1,CXCL12,SEMA5A,PDGFRB,CTGF,TEK,LRP1,NES,PDGFRA,CCL21,TPM1,PHLDB2,SLIT2,PLK2,IQGAP2,NEXN,CAPN2,CDC42EP3,DLC1,DAPK3,MYADM,STMN3,LPAR1,ARHGEF15,MAGEL2
GO:0032956	regulation of actin cytoskeleton organization	1.27e-04	1.27e-04	1	EPHA3,LIMA1,FSCN1,ABL1,SFRP1,CXCL12,SEMA5A,PDGFRB,CTGF,TEK,LRP1,PDGFRA,CCL21,TPM1,PHLDB2,SLIT2,IQGAP2,CDC42EP3,DLC1,DAPK3,MYADM,LPAR1,ARHGEF15,MAGEL2
GO:0032231	regulation of actin filament bundle assembly	2.26e-02	2.26e-02	1	SFRP1,CTGF,TPM1,PHLDB2,DLC1,LPAR1,ARHGEF15
GO:0051492	regulation of stress fiber assembly	1.08e-02	1.08e-02	1	SFRP1,CTGF,TPM1,PHLDB2,DLC1,LPAR1,ARHGEF15
GO:0032233	positive regulation of actin filament bundle assembly	3.35e-02	3.35e-02	1	SFRP1,CTGF,TPM1,LPAR1,ARHGEF15
GO:0051496	positive regulation of stress fiber assembly	1.97e-02	1.97e-02	1	SFRP1,CTGF,TPM1,LPAR1,ARHGEF15
GO:0007517	muscle organ development	1.22e-07	1.22e-07	1	IGF1,GPC1,SPEG,EVC,CAV1,AEBP1,TCF21,EGR2,BMP4,BMP2,ITGA11,PRICKLE1,TPM1,MEGF10,TAGLN,SKI,COL6A3,GREM1,ZFPM2,SGCD,S1PR1,BASP1,EGR3,FHL3,NOG,MAPK12,CACNA1H,MEG3
GO:0048634	regulation of muscle organ development	5.50e-04	5.50e-04	1	GPC1,BMP4,BMP2,PRICKLE1,MEGF10,GREM1,NOG,MEG3
GO:0016202	regulation of striated muscle tissue development	4.22e-04	4.22e-04	1	GPC1,BMP4,BMP2,PRICKLE1,MEGF10,GREM1,NOG,MEG3
GO:0048636	positive regulation of muscle organ development	2.30e-02	2.30e-02	1	GPC1,BMP4,GREM1,MEG3
GO:0045844	positive regulation of striated muscle tissue development	2.30e-02	2.30e-02	1	GPC1,BMP4,GREM1,MEG3
GO:0060538	skeletal muscle organ development	9.70e-03	9.70e-03	1	GPC1,CAV1,TCF21,EGR2,MEGF10,SKI,BASP1,MEG3
GO:0060539	diaphragm development	3.02e-02	3.02e-02	1	TCF21,BASP1
GO:0007519	skeletal muscle tissue development	1.86e-02	1.86e-02	1	GPC1,CAV1,TCF21,EGR2,MEGF10,SKI,MEG3
GO:0035914	skeletal muscle cell differentiation	2.23e-02	2.23e-02	1	GPC1,EGR2,MEGF10
GO:0048641	regulation of skeletal muscle tissue development	3.29e-02	3.29e-02	1	GPC1,MEGF10,MEG3
GO:0048643	positive regulation of skeletal muscle tissue development	3.91e-02	3.91e-02	1	GPC1,MEG3
GO:0048635	negative regulation of muscle organ development	9.46e-04	9.46e-04	1	BMP4,BMP2,PRICKLE1,NOG
GO:0045843	negative regulation of striated muscle tissue development	7.58e-04	7.58e-04	1	BMP4,BMP2,PRICKLE1,NOG
GO:0048864	stem cell development	5.98e-09	5.98e-09	1	PHLDB1,SNAI2,HGF,EPHA3,BAMBI,SALL4,SFRP1,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,FZD7,KIT,SKI,HEYL,HAND2,HEY1,GREM1,SIX2,HAS2,SOX11,NOG
GO:0014031	mesenchymal cell development	1.45e-10	1.45e-10	1	PHLDB1,SNAI2,HGF,EPHA3,BAMBI,SFRP1,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,HEYL,HAND2,HEY1,GREM1,HAS2,SOX11,NOG
GO:0001837	epithelial to mesenchymal transition	3.55e-11	3.55e-11	1	PHLDB1,SNAI2,HGF,EPHA3,BAMBI,SFRP1,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,HEYL,HEY1,GREM1,HAS2,NOG
GO:0030279	negative regulation of ossification	2.12e-06	2.12e-06	1	CHRD,SFRP1,CDK6,TWIST1,CHSY1,LRP4,ECM1,SKI,GREM1,NOG,TWIST2
GO:0061053	somite development	1.62e-02	1.62e-02	1	SMO,NKD1,SFRP2,CRB2,SOX11
GO:0051046	regulation of secretion	2.25e-02	2.25e-02	1	CACNA1G,RHBDF1,IGF1,SNCAIP,FBLN1,C1QTNF3,IL11,SFRP1,FOXP1,FN1,SDC1,LEPRE1,SLC2A1,TNFSF4,TGFB3,INHBA,TWIST1,ITPR2,SOX4,LIF,RAB11FIP5,AGT,CORIN,ADRA2A,CACNA1C,BMP6,IRS1,NLGN2,C1QTNF1,CD34,SOX11,SSC5D,F2R,CACNA1H,AQP1
GO:1903530	regulation of secretion by cell	3.62e-02	3.62e-02	1	CACNA1G,RHBDF1,IGF1,SNCAIP,FBLN1,C1QTNF3,IL11,SFRP1,FOXP1,FN1,SDC1,LEPRE1,SLC2A1,TNFSF4,TGFB3,INHBA,TWIST1,ITPR2,SOX4,LIF,RAB11FIP5,ADRA2A,CACNA1C,BMP6,IRS1,NLGN2,C1QTNF1,CD34,SOX11,SSC5D,F2R,CACNA1H
GO:0051048	negative regulation of secretion	2.76e-04	2.76e-04	1	RHBDF1,FBLN1,C1QTNF3,IL11,SFRP1,FN1,INHBA,LIF,RAB11FIP5,ADRA2A,IRS1,CD34,SSC5D,F2R
GO:0055001	muscle cell development	1.37e-04	1.37e-04	1	IGF1,PDGFRB,SDC1,BMP4,MYH11,PDGFRA,TPM1,MEGF10,SKI,NEXN,LMOD1,SGCD,MEG3
GO:0055002	striated muscle cell development	6.53e-04	6.53e-04	1	IGF1,PDGFRB,SDC1,BMP4,MYH11,PDGFRA,TPM1,SKI,NEXN,LMOD1,MEG3
GO:0048747	muscle fiber development	9.24e-03	9.24e-03	1	BMP4,MYH11,SKI,NEXN,MEG3
